STAND_ID,PLOT,BAF,FLAG,C/M ,TREE,SPECIES,DBH,TOTHT,CR,VEG_pct,REPROD_COUNT,SNAGS_CLASS,LOG1_GRADE,LOG1 _LN,LOG2_GRADE,LOG2 _LN,LOG3_GRADE,LOG3_LN,DEFECT_B,DEFECT_M,DEFECT_T,COMMENTS,AGE,
7.1,21,10,R,C,,DF,1,6,,,1,,,,,,,,,,,,,
7.1,21,10,R,C,,PP,1,3,,,1,,,,,,,,,,,,,
18,24,10,R,C,,PP,0.1,5,70,,1,,,,,,,,,,,,,
18,21,10,R,C,,DF,0.1,5,80,,1,,,,,,,,,,,,,
18,21,10,R,C,,PP,0.1,5,90,,1,,,,,,,,,,,,,
18,5,10,R,C,,DF,0.1,5,80,,1,,,,,,,,,,,,,
1,6,20,R,C,,WJ,1,8,20,,1,,,,,,,,,,100,,,
1,7,20,R,C,,PP,4,30,25,,1,,,,,,,,,,,,,
1,9,20,R,C,,PP,1,6,30,,1,,,,,,,,,,,,,
3,8,10,R,C,,WJ,3,20,30,,1,,,,,,,,,,,,,
3,6,10,R,C,,WJ,3,12,60,,1,,,,,,,,,,,,,
3,4,10,R,C,,WJ,4,19,50,,1,,,,,,,,,,,,,
10,3,13.61,R,C,,PP,1,7,40,,1,,,,,,,,,,,,,
10,5,13.61,R,C,,PP,3.5,,,,1,,,,,,,,,,100,DT,,
10,11,13.61,R,C,,DF,1,8,70,,1,,,,,,,,,,,,,
10,10,13.61,R,C,,DF,5.3,80,,,1,,,,,,,,33,,,,,
10,9,13.61,R,C,,WJ,1,7,80,,1,,,,,,,,,,,,,
10,7,13.61,R,C,,WJ,1,6,60,,1,,,,,,,,,,,,,
10,15,13.61,R,C,,PP,5.6,34,15,,1,,,,,,,,,,,,,
10,15,13.61,R,C,,DF,4.9,35,90,,1,,,,,,,,,,,,,
11,3,20,R,C,,PP,2,15,30,,1,,,,,,,,,,,,,
11,4,20,R,C,,DF,0.5,5,90,,1,,,,,,,,,,,,,
11,14,20,R,C,,PP,3,24,30,,1,,,,,,,,,,,,,
13,17,13.61,R,C,,WJ,3,9,70,,1,,,,,,,,,,,,,
15,4,17.78,R,C,,DF,2,12,60,,1,,,,,,,,,,,,,
15,3,17.78,R,C,,PP,3.5,40,10,,1,,,,,,,,,,,,,
15,3,17.78,R,C,,DF,1,6,10,,1,,,,,,,,,,,,,
16,1,10,R,C,,WJ,0.1,4,90,,1,,,,,,,,10,,,,,
16,2,10,R,C,,WJ,0.1,4,90,,1,,,,,,,,,,,,,
16,3,10,R,C,,DF,1,6,50,,1,,,,,,,,,,,,,
16,6,10,R,C,,DF,0.1,4,70,,1,,,,,,,,,,,,,
16,6,10,R,C,,WJ,0.2,5,70,,1,,,,,,,,,,,,,
16,6,10,R,C,,PP,3,17,10,,1,,,,,,,,,,,,,
16,5,10,R,C,,DF,7.2,36,80,,1,,,,,,,,,,,,,
16,8,10,R,C,,PP,7.9,27,30,,1,,,,,,,,,,,,,
16,9,10,R,C,,DF,2,14,70,,1,,,,,,,,,,,,,
16,9,10,R,C,,PP,4.5,21,70,,1,,,,,,,,,,,,,
16,10,10,R,C,,DF,0.1,4,30,,1,,,,,,,,,,,,,
16,10,10,R,C,,WJ,0.5,6,60,,1,,,,,,,,,,,,,
16,16,10,R,C,,DF,0.5,5,50,,1,,,,,,,,,,,,,
16,17,10,R,C,,PP,2,15,30,,1,,,,,,,,,,,,,
16,19,10,R,C,,WJ,0.5,5,70,,1,,,,,,,,,,,,,
16,28,10,R,C,,WJ,0.3,5,70,,1,,,,,,,,,,,,,
16,29,10,R,C,1,PP,4.9,20,50,,1,,,,,,,,,,,,,
16,30,10,R,C,,PP,0.5,5,70,,1,,,,,,,,,,,,,
16,30,10,R,C,,WJ,0.5,5,90,,1,,,,,,,,,,,,,
16.1,41,10,R,C,,WJ,4,19,50,,1,,,,,,,,,,,,,
16.1,47,10,R,C,,WJ,0.1,5,60,,1,,,,,,,,,,,,,
16.1,34,10,R,C,,DF,2,15,90,,1,,,,,,,,,,,,,
16.1,38,10,R,C,,DF,0.1,5,30,,1,,,,,,,,,,,,,
16.1,46,10,R,C,,PP,3,13,90,,1,,,,,,,,,,,,,
19,2,10,R,C,,WJ,2,12,40,,1,,,,,,,,,,,,,
19,2,10,R,C,,WJ,0.1,5,90,,1,,,,,,,,,,,,,
19,3,10,R,C,,PP,0.1,5,70,,1,,,,,,,,,,,,,
19,3,10,R,C,,DF,0.1,5,80,,1,,,,,,,,,,,,,
19,12,10,R,C,,WJ,0.1,5,80,,1,,,,,,,,,,,,,
19,9,10,R,C,,DF,0.1,5,80,,1,,,,,,,,,,,,,
19,7,10,R,C,,PP,2,7,70,,1,,,,,,,,,,,,,
19,7,10,R,C,,PP,0.1,5,70,,1,,,,,,,,,,,,,
19,7,10,R,C,,DF,1.5,7,60,,1,,,,,,,,,,,,,
19,6,10,R,C,,DF,3,15,30,,1,,,,,,,,,,,,,
19,6,10,R,C,,PP,0.1,5,80,,1,,,,,,,,,,,,,
19,5,10,R,C,,PP,1,10,60,,1,,,,,,,,,,,,,
19,19,10,R,C,,WJ,0.1,5,70,,1,,,,,,,,,,,,,
19,19,10,R,C,,DF,7,34,80,,1,,,,,,,,,,,,,
19,20,10,R,C,,DF,0.1,5,70,,1,,,,,,,,,,,,,
19,20,10,R,C,,WJ,0.2,6,90,,1,,,,,,,,,,,,,
19,35,10,R,C,,PP,3.7,12,70,,1,,,,,,,,,10,99,,,
28,6,10,R,C,,DF,1,7,90,,1,,,,,,,,,,,,,
30,6,20,R,C,,DF,1,7,20,,1,,,,,,,,,,,,,
30,6,20,R,C,,DF,3,12,30,,1,,,,,,,,,,,,,
30,4,20,R,C,,DF,0.1,5,70,,1,,,,,,,,,,,,,
29,3,10,R,C,,WJ,0.2,5,90,,1,,,,,,,,,,,,,
1,14,20,R,C,,DF,2,10,100,,1,,,,,,,,,,,,,
6,7,20,R,C,,DF,1,5,60,,1,,,,,,,,,,,,,
6.1,4,20,R,C,,PP,0,3,80,,1,,,,,,,,,,,,,
6.1,14,20,R,C,,DF,1,5,100,,1,,,,,,,,,,,,,
6.1,14,20,R,C,,PP,0,1,100,,1,,,,,,,,,,,,,
14,16,13.61,R,C,,PP,0,1,90,,1,,,,,,,,,,,,,
15,11,17.78,R,C,,DF,1,10,5,,1,,,,,,,,,,,,,
15,10,17.78,R,C,,DF,3,60,,,1,,,,,,,,,,,,,
23,20,17.78,R,C,,DF,3,14,80,,1,,,,,,,,,,,,,
23,20,17.78,R,C,,DF,1,5,90,,1,,,,,,,,,,,,,
23,21,17.78,R,C,,DF,2,13,40,,1,,,,,,,,,,,,,
19,27,10,R,C,,PP,0,2,70,,1,,,,,,,,,,,,,
19,29,10,R,C,,WJ,2,10,80,,1,,,,,,,,,,,,,
19,30,10,T,C,7,PP,1,5,80,,1,,,,,,,,,,,,,
19,36,10,R,C,,WJ,1,8,,,1,,,,,,,,,,,,,
19,50,10,R,C,,PP,0,1,90,,1,,,,,,,,,,,,,
19,50,10,R,C,,DF,0,1,90,,1,,,,,,,,,,,,,
19,42,10,R,C,,DF,0,1,90,,1,,,,,,,,,,,,,
19,42,10,R,C,,DF,0,3,90,,1,,,,,,,,,,,,,
19,41,10,R,C,,PP,0,2,90,,1,,,,,,,,,,,,,
19,40,10,R,C,,DF,1,5,90,,1,,,,,,,,,,,,,
19,40,10,R,C,,DF,0,1,90,,1,,,,,,,,,,,,,
19,40,10,R,C,,PP,1,6,90,,1,,,,,,,,,,,,,
19,39,10,R,C,,DF,3,12,90,,1,,,,,,,,,,,,,
19,39,10,R,C,,DF,0,1,90,,1,,,,,,,,,,,,,
19,39,10,R,C,,PP,0,1,90,,1,,,,,,,,,,,,,
19,38,10,R,C,,PP,1,7,90,,1,,,,,,,,,,,,,
19,38,10,R,C,,PP,0,3,90,,1,,,,,,,,,,,,,
29,11,10,R,C,,PP,0,2,90,,1,,,,,,,,,,,,,
17,11,10,R,C,,DF,0,3,50,,1,,,,,,,,,,,,,
17,17,10,R,C,,PP,0,3,90,,1,,,,,,,,,,,,,
17,12,10,R,C,,DF,1,5,90,,1,,,,,,,,,,,,,
7,8,10,R,C,,WJ,2,12,,,1,,,,,,,,,,,,,
7,8,10,R,C,,WJ,2,12,,,1,,,,,,,,,,,,,
7,8,10,R,C,,WJ,2,15,,,1,,,,,,,,,,,,,
7.1,21,10,R,C,,PP,1,3,,,1,,,,,,,,,,,,,
7.1,21,10,R,C,,PP,1,3,,,1,,,,,,,,,,,,,
7.1,26,10,R,C,,PP,1,7,,,1,,,,,,,,,,,,,
7.1,26,10,R,C,,PP,1,4,,,1,,,,,,,,,,,,,
7.1,26,10,R,C,,PP,1,5,,,1,,,,,,,,,,,,,
7.1,26,10,R,C,,PP,2,10,,,1,,,,,,,,,,,,,
4,6,20,R,C,,PP,3,10,,,1,,,,,,,,,,,,,
11,16,20,R,C,,DF,4,30,60,,1,,,,,,,,,,,,,
14,38,13.61,R,C,,DF,2,7,30,,1,,,,,,,,,,,,,
15,29,17.78,R,C,,PP,1,6,,,1,,,,,,,,,,,,,
15,15,17.78,R,C,,DF ,2,9,,,1,,,,,,,,,,,,,
26,6,20,R,C,,DF,1,8,,,1,,,,,,,,,,,,,
26,6,20,R,C,,DF,2,12,,,1,,,,,,,,,,,,,
26,5,20,R,C,,DF,1,3,,,1,,,,,,,,,,,,,
26,5,20,R,C,,DF,1,3,,,1,,,,,,,,,,,,,
26,5,20,R,C,,DF,1,3,,,1,,,,,,,,,,,,,
26,5,20,R,C,,DF,1,3,,,1,,,,,,,,,,,,,
26,5,20,R,C,,DF,1,5,,,1,,,,,,,,,,,,,
26,5,20,R,C,,DF,1,4,,,1,,,,,,,,,,,,,
20.1,13,20,R,C,,PP,,4,,,1,,,,,,,,,,,,,
20.1,13,20,R,C,,PP,,4,,,1,,,,,,,,,,,,,
20.1,13,20,R,C,,PP,,4,,,1,,,,,,,,,,,,,
20.1,13,20,R,C,,PP,,4,,,1,,,,,,,,,,,,,
20.1,13,20,R,C,,PP,,4,,,1,,,,,,,,,,,,,
20.1,13,20,R,C,,PP,,4,,,1,,,,,,,,,,,,,
20.1,13,20,R,C,,PP,,4,,,1,,,,,,,,,,,,,
20.1,13,20,R,C,,PP,,4,,,1,,,,,,,,,,,,,
20.1,13,20,R,C,,PP,,4,,,1,,,,,,,,,,,,,
20.1,13,20,R,C,,DF,,4,,,1,,,,,,,,,,,,,
20.1,13,20,R,C,,DF,2,8,,,1,,,,,,,,,,,,,
20.1,13,20,R,C,,WJ,2,10,,,1,,,,,,,,,,,,,
20.1,13,20,R,C,,WJ,1,7,,,1,,,,,,,,,,,,,
20,3,20,R,C,,DF,1,3,,,1,,,,,,,,,,,,,
20,3,20,R,C,,DF,1,3,,,1,,,,,,,,,,,,,
20,3,20,R,C,,DF,1,3,,,1,,,,,,,,,,,,,
20,3,20,R,C,,PP,1,3,,,1,,,,,,,,,,,,,
20,1,20,R,C,,PP,1,6,,,1,,,,,,,,,,,,,
7.1,11,10,R,C,,DF,,1,,,1,,,,,,,,,,,,,
7.1,19,10,R,C,,DF,,1,,,1,,,,,,,,,,,,,
7.1,19,10,R,C,,DF,,1,,,1,,,,,,,,,,,,,
7.1,19,10,R,C,,DF,,1,,,1,,,,,,,,,,,,,
7.1,19,10,R,C,,DF,,1,,,1,,,,,,,,,,,,,
7.1,19,10,R,C,,DF,,1,,,1,,,,,,,,,,,,,
18,11,10,R,C,,DF,1,7,80,,1,,,,,,,,,,,,,
18,7,10,R,C,,DF,1,9,30,,1,,,,,,,,,,,,,
18,13,10,R,C,,PP,1,7,90,,1,,,,,,,,,,,,,
18,23,10,R,C,,DF,1,10,70,,1,,,,,,,,,,,,,
18,5,10,R,C,,PP,1,10,80,,1,,,,,,,,,,,,,
18,11,10,R,C,,DF,2,12,80,,1,,,,,,,,,,,,,
18,9,10,R,C,,PP,2,7,70,,1,,,,,,,,,,,,,
18,8,10,R,C,,PP,2,12,60,,1,,,,,,,,,,,,,
18,28,10,R,C,,DF,2,8,90,,1,,,,,,,,,,,,,
18,18,10,R,C,,WJ,2,10,90,,1,,,,,,,,,,,,,
18,14,10,R,C,,DF,3,11,70,,1,,,,,,,,,,,,,
18,16,10,R,C,,WJ,3,16,70,,1,,,,,,,,,,,,,
18,26,10,R,C,,PP,5,16,70,,1,,,,,,,,,,,,,
18,4,10,R,C,,PP,6.7,32,40,,1,,,,,,,,,,,"st, 104yrs, 0.8""10yr",,
11,17,20,R,C,,PP,2,14,40,,1,,,,,,,,,,,,,
11,22,20,R,C,,DF,2,10,80,,1,,,,,,,,,,,,,
11,22,20,R,C,,DF,1,6,30,,1,,,,,,,,,,,,,
18,8,10,R,C,,PP,0.1,5,80,,2,,,,,,,,,,,,,
18,18,10,R,C,,DF,0.1,5,90,,2,,,,,,,,,,,,,
18,17,10,R,C,,DF,0.2,6,90,,2,,,,,,,,,,,,,
10,5,13.61,R,C,,WJ,1,7,50,,2,,,,,,,,,,,,,
10,8,13.61,R,C,,WJ,2,9,80,,2,,,,,,,,,,,,,
10,15,13.61,R,C,,PP,2,17,20,,2,,,,,,,,,,,,,
10,16,13.61,R,C,,DF,1,,,,2,,,,,,,,,,,,,
11,1,20,R,C,,DF,3,11,80,,2,,,,,,,,,,,,,
11,14,20,R,C,,PP,2,17,20,,2,,,,,,,,,,,,,
13,14,13.61,R,C,,PP,4.5,27,60,,2,,,,,,,,,,,,,
13,14,13.61,R,C,,WJ,1,6,70,,2,,,,,,,,,,,,,
16,4,10,R,C,,WJ,1.5,8,70,,2,,,,,,,,,,,,,
16,8,10,R,C,,PP,3,10,40,,2,,,,,,,,,,,,,
16,30,10,R,C,,DF,0.5,5,70,,2,,,,,,,,,,,,,
16.1,35,10,R,C,,WJ,0.1,5,90,,2,,,,,,,,,,,,,
16.1,38,10,R,C,,PP,0.1,5,70,,2,,,,,,,,,,,,,
16.1,46,10,R,C,,PP,0.1,5,60,,2,,,,,,,,,,,,,
19,12,10,R,C,,DF,2,8,70,,2,,,,,,,,,,,,,
19,7,10,R,C,,DF,0.1,5,80,,2,,,,,,,,,,,,,
19,5,10,R,C,,DF,0.1,5,70,,2,,,,,,,,,,,,,
19,4,10,R,C,,PP,1,6,70,,2,,,,,,,,,,,,,
19,14,10,R,C,,PP,0.1,5,30,,2,,,,,,,,,,,"old burn, snowbrush, regen starting tooutcompete",,
19,21,10,R,C,,PP,1,7,60,,2,,,,,,,,,,,,,
19,24,10,R,C,,WJ,0.3,7,90,,2,,,,,,,,,,,,,
19,35,10,R,C,,PP,0.1,5,80,,2,,,,,,,,,,,,,
1,16,20,R,C,,DF,0,4.5,100,,2,,,,,,,,,,,,,
1,16,20,R,C,,DF,0,3,100,,2,,,,,,,,,,,,,
1,4,20,R,C,,WJ,0,5,,,2,,,,,,,,,,,,,
1,2,20,R,C,,PP,5,25,30,,2,,,,,,,,,,,,,
1,2,20,R,C,,PP,3,25,30,,2,,,,,,,,,,,,,
1,14,20,R,C,,DF,0,2,100,,2,,,,,,,,,,,,,
1,14,20,R,C,,WJ,1,5,100,,2,,,,,,,,,,,,,
1,30,20,R,C,,PP,1,10,50,,2,,,,,,,,,,,,,
4,10,20,R,C,,PP,1,1.5,100,,2,,,,,,,,,,,,,
6,5,20,R,C,,DF,,3,80,,2,,,,,,,,,,,,,
6.1,4,20,R,C,,PP,2,10,60,,2,,,,,,,,,,,,,
6.1,4,20,R,C,,PP,1,8,80,,2,,,,,,,,,,,,,
6,12,20,R,C,,WJ,3,14,50,,2,,,,,,,,,,,,,
14,22,13.61,R,C,,PP,0,3,80,,2,,,,,,,,,,,,,
15,31,17.78,R,C,,PP,0,3,,,2,,,,,,,,,,,,,
19,26,10,R,C,,PP,0,3,90,,2,,,,,,,,,,,,,
19,27,10,R,C,,PP,2,11,70,,2,,,,,,,,,,,,,
19,30,10,R,C,8,DF,0,2,90,,2,,,,,,,,,,,,,
19,42,10,R,C,,PP,2,6,90,,2,,,,,,,,,,,,,
19,40,10,R,C,,DF,0,3,90,,2,,,,,,,,,,,,,
29,9,10,R,C,,DF,1,8,90,,2,,,,,,,,,,,,,
17,11,10,R,C,,PP,3,16,30,,2,,,,,,,,,,,,,
17,13,10,R,C,,DF,0,1,90,,2,,,,,,,,,,,,,
18,15,10,R,C,,DF,3,17,60,,2,,,,,,,,,,,,,
18,8,10,R,C,,PP,4,13,60,,2,,,,,,,,,,,,,
18,15,10,R,C,,PP,4,21,70,,2,,,,,,,,,,,,,
18,6,10,S,C,,,15,8,,,2,,,,,,,,,,,,,
11,22,20,R,C,,PP,3,16,30,,2,,,,,,,,,,,,,
18,19,10,R,C,,PP,0.1,5,80,,3,,,,,,,,,,,,,
18,19,10,R,C,,DF,0.1,5,70,,3,,,,,,,,,,,,,
11,4,20,R,C,,WJ,5,23,80,,3,,,,,,,,,,,,,
16,3,10,R,C,,WJ,0.5,6,70,,3,,,,,,,,,,,,,
16,8,10,R,C,,WJ,0.5,5,60,,3,,,,,,,,,,,,,
16,14,10,R,C,,WJ,3,12,70,,3,,,,,,,,,,,,,
16,14,10,R,C,,WJ,1,6,70,,3,,,,,,,,,,,,,
16,13,10,R,C,,WJ,3,12,80,,3,,,,,,,,,,,,,
16.1,37,10,R,C,,PP,0.1,5,70,,3,,,,,,,,,,,,,
19,5,10,R,C,,PP,0.1,5,60,,3,,,,,,,,,,,,,
19,16,10,R,C,,DF,0.1,6,70,,3,,,,,,,,,,,,,
19,19,10,R,C,,DF,0.5,5,60,,3,,,,,,,,,,,,,
28,4,10,R,C,,WJ,2,7,20,,3,,,,,,,,,,,,,
1,15,20,R,C,,PP,5,30,30,,3,,,,,,,,,,,,,
1,15,20,R,C,,PP,3,30,40,,3,,,,,,,,,,,,,
4,5,20,R,C,,WJ,1,8,,,3,,,,,,,,,,,,,
6,5,20,R,C,,DF,1,12,80,,3,,,,,,,,,,,,,
6.1,4,20,R,C,,PP,3,12,60,,3,,,,,,,,,,,,,
14,3,13.61,R,C,,WJ,1,5,60,,3,,,,,,,,,,,,,
14.2,20,13.61,R,C,,PP ,1,5,,,3,,,,,,,,,,,,,
14.2,20,13.61,R,C,,PP,0,2,,,3,,,,,,,,,,,,,
14.2,20,13.61,R,C,,WJ,0,4,,,3,,,,,,,,,,,,,
15,31,17.78,R,C,,DF,0,2,,,3,,,,,,,,,,,,,
19,27,10,R,C,,DF,1,6,90,,3,,,,,,,,,,,,,
19,30,10,R,C,6,PP,0,2,90,,3,,,,,,,,,,,,,
11,15,20,R,C,,DF,3,24,30,,3,,,,,,,,,,,,,
16.1,34,10,R,C,,PP,1,7,70,,4,,,,,,,,,,,,,
19,3,10,R,C,,PP,3,10,70,,4,,,,,,,,,,,,,
19,12,10,R,C,,DF,0.1,5,70,,4,,,,,,,,,,,,,
19,19,10,R,C,,DF,1.5,11,60,,4,,,,,,,,,,,,,
19,21,10,R,C,,PP,0.1,5,70,,4,,,,,,,,,,,,,
28,6,10,R,C,,WJ,2,10,80,,4,,,,,,,,,,,,,
6,5,20,R,C,,DF,3,20,80,,4,,,,,,,,,,,,,
6.1,14,20,R,C,,DF ,0,1,100,,4,,,,,,,,,,,,,
14.2,20,13.61,R,C,,PP ,0,3,,,4,,,,,,,,,,,,,
19,45,10,R,C,,DF,1,6,90,,4,,,,,,,,,,,,,
19,45,10,R,C,,PP,0,3,90,,4,,,,,,,,,,,,,
29,8,10,R,C,,DF,1,8,90,,4,,,,,,,,,,,,,
7,13,10,R,C,,WJ,0,3,70,,4,,,,,,,,,,,,,
28,3,10,R,C,,WJ,1,12,50,,4,,,,,,,,,,,,,
18,13,10,R,C,,DF,2,10,90,,4,,,,,,,,,,,,,
18,20,10,R,C,,PP,0.1,5,90,,5,,,,,,,,,,,,,
13,8,13.61,R,C,,PP,3,16,25,,5,,,,,,,,,,,,,
19,4,10,R,C,,WJ,1,8,80,,5,,,,,,,,,,,,,
19,16,10,R,C,,PP,2,14,70,,5,,,,,,,,,,,,,
28,3,10,R,C,,PP,0,1,90,,5,,,,,,,,,,,,,
18,14,10,V,C,,G,,,,,5,,,,,,,,,,,,,
19,16,10,R,C,,PP,1,10,70,,6,,,,,,,,,,,,,
17,13,10,R,C,,PP,0,1,90,,7,,,,,,,,,,,,,
3,4,10,S,C,,,19,20,,,,5,,,,,,,,,,,,
13,1,13.61,V,C,,F,,,,10,,5,,,,,,,,,,,,
30,2,20,S,C,,,22,22,,,,5,,,,,,,,,,,,
4,20,20,S,C,,,14,8,,,,5,,,,,,,,,,,,
4,10,20,S,C,,,6,14,,,,5,,,,,,,,,,,,
14.2,20,13.61,S,C,,,18,30,,,,5,,,,,,,,,,,,
14.1,36,13.61,S,C,,PP,19,7,,,,5,,,,,,,,,,,,
23,12,17.78,S,C,,,20,16,,,,5,,,,,,,,,,,,
26,30,20,S,C,,,22,45,,,,5,,,,,,,,,,,,
26,29,20,S,C,,,10.4,16,,,,5,,,,,,,,,,,,
19,37,10,S,C,,,15.4,30,,,,5,,,,,,,,,,,,
28,1,10,S,C,,,28,55,,,,5,,,,,,,,,,,,
4,24,20,S,C,,PP,20,8,,,,5,,,,,,,,,,,,
4,23,20,S,C,,PP,16,6,,,,5,,,,,,,,,,,,
4,23,20,S,C,,PP,15,6,,,,5,,,,,,,,,,,,
23,31,17.78,S,C,,PP,22,9,,,,5,,,,,,,,,,,,
11,24,20,S,C,,PP,20.5,20,,,,5,,,,,,,,,,,,
3,8,10,S,C,,,7,6,,,,4,,,,,,,,,,,,
3,6,10,S,C,,,12,12,,,,4,,,,,,,,,,,,
10,14,13.61,S,C,,,14,12,,,,4,,,,,,,,,,,,
16.1,49,10,S,C,,,15,7,,,,4,,,,,,,,,,,,
1,2,20,S,C,,,30,25,,,,4,,,,,,,,,,,,
6,6,20,S,C,,,5,20,,,,4,,,,,,,,,,,,
6,12,20,S,C,,,13,10,,,,4,,,,,,,,,,,,
15,11,17.78,S,C,,,13,50,,,,4,,,,,,,,,,,,
23,22,17.78,S,C,,,24,80,,,,4,,,,,,,,,,,,
23.1,1,17.78,S,C,,,15,20,,,,4,,,,,,,,,,,,
26,27,20,S,C,,,17,50,,,,4,,,,,,,,,,,,
26,30,20,S,C,,,20,18,,,,4,,,,,,,,,,,,
26,30,20,S,C,,,17,60,,,,4,,,,,,,,,,,,
19,46,10,S,C,,,15,32,,,,4,,,,,,,,,,,,
19,41,10,S,C,,,10,20,,,,4,,,,,,,,,,,,
26,5,20,S,C,,PP,16,5,,,,4,,,,,,,,,,,,
26,5,20,S,C,,PP,8,30,,,,4,,,,,,,,,,,,
26,15,20,S,C,,DF,10,30,,,,4,,,,,,,,,,,,
11,24,20,S,C,,PP,14,10,,,,4,,,,,,,,,,,,
10,6,13.61,S,C,,,14,25,,,,3,,,,,,,,,,,,
10,13,13.61,S,C,,,14,37,,,,3,,,,,,,,,,,,
10,10,13.61,S,C,,,9,27,,,,3,,,,,,,,,,,,
10,15,13.61,S,C,,,6.5,17,,,,3,,,,,,,,,,,,
10,19,13.61,S,C,,,7,9,,,,3,,,,,,,,,,,,
10,19,13.61,S,C,,,8,8,,,,3,,,,,,,,,,,,
10,19,13.61,S,C,,,8,8,,,,3,,,,,,,,,,,,
11,4,20,S,C,,DF,14,65,,,,3,,,,,,,,,,,,
11,4,20,S,C,,DF,12,50,,,,3,,,,,,,,,,,,
11,4,20,S,C,,PP,5,12,,,,3,,,,,,,,,,,,
11,6,20,S,C,,WJ,9,14,,,,3,,,,,,,,,,,,
11,10,20,S,C,,DF,15,40,,,,3,,,,,,,,,,,,
13,5,13.61,S,C,,,20,47,,,,3,,,,,,,,,,,,
16,22,10,S,C,,,14,19,,,,3,,,,,,,,,,,,
16,20,10,S,C,,,15,24,,,,3,,,,,,,,,,,,
16,29,10,S,C,,,13,19,,,,3,,,,,,,,,,,,
16.1,47,10,S,C,,,12,8,,,,3,,,,,,,,,,,,
16.1,45,10,S,C,,,10,15,,,,3,,,,,,,,,,,,
16.1,33,10,S,C,,,5,19,,,,3,,,,,,,,,,,,
16.1,46,10,S,C,,,12,17,,,,3,,,,,,,,,,,,
19,2,10,S,C,,,10,20,,,,3,,,,,,,,,,,,
19,2,10,S,C,,,5,30,,,,3,,,,,,,,,,,,
19,10,10,S,C,,,9,16,,,,3,,,,,,,,,,,,
19,5,10,S,C,,,6,23,,,,3,,,,,,,,,,,,
19,18,10,S,C,,,12,14,,,,3,,,,,,,,,,,,
19,18,10,S,C,,,16,10,,,,3,,,,,,,,,,,,
19,22,10,S,C,,,10,24,,,,3,,,,,,,,,,,,
19,22,10,S,C,,,8,23,,,,3,,,,,,,,,,,,
19,22,10,S,C,,,8,23,,,,3,,,,,,,,,,,,
30,4,20,S,C,,,5,24,,,,3,,,,,,,,,,,,
6,6,20,S,C,,,3,24,,,,3,,,,,,,,,,,,
6,16,20,S,C,,,14,30,,,,3,,,,,,,,,,,,
6,22,20,S,C,,,11,24,,,,3,,,,,,,,,,,,
14.1,2,13.61,S,C,,WJ,16,40,,,,3,,,,,,,,,,,,
14.1,9,13.61,S,C,,WJ,18,30,,,,3,,,,,,,,,,,,
14,19,13.61,S,C,,,13,18,,,,3,,,,,,,,,,,,
14,21,13.61,S,C,,,10,12,,,,3,,,,,,,,,,,,
14,23,13.61,S,C,,,10,20,,,,3,,,,,,,,,,,,
23,19,17.78,S,C,,,10,35,,,,3,,,,,,,,,,,,
23,20,17.78,S,C,,,23,80,,,,3,,,,,,,10,,,,,
23,21,17.78,S,C,,,27,80,,,,3,,,,,,,,,,,,
23,17,17.78,S,C,,,24,84,,,,3,,,,,,,,,,,,
23,16,17.78,S,C,,,22,20,,,,3,,,,,,,,,,,,
26,27,20,S,C,,,12,65,,,,3,,,,,,,,,,,,
26,27,20,S,C,,,17,72,,,,3,,,,,,,,,,,,
26,27,20,S,C,,,12,45,,,,3,,,,,,,,,,,,
26,33,20,S,C,,,12,30,,,,3,,,,,,,,,,,,
26,29,20,S,C,,,12.5,24,,,,3,,,,,,,,,,,,
26,25,20,S,C,,,16,60,,,,3,,,,,,,,,,,,
26,26,20,S,C,,,18,75,,,,3,,,,,,,,,,,,
19,36,10,S,C,,,10,30,,,,3,,,,,,,,,,,,
19,36,10,S,C,,,16,31,,,,3,,,,,,,,,,,,
19,49,10,S,C,,,17,40,,,,3,,,,,,,,,,,,
9,2,20,S,C,,,15,60,,,,3,,,,,,,,,,,,
9,5,20,S,C,,,23,80,,,,3,,,,,,,,,,,,
4,17,20,S,C,,WJ,,14,,,,3,,,,,,,,,,,,
15,27,17.78,S,C,,PP,14,60,,,,3,,,,,,,,,,,,
23,27,17.78,S,C,,DF,15,20,,,,3,,,,,,,,,,,,
23,27,17.78,S,C,,WJ,21,20,,,,3,,,,,,,,,,,,
23,33,17.78,S,C,,DF,34.7,80.7,,,,3,,,,,,,,,,,,
23,38,17.78,S,C,,PP,36.2,98,,,,3,,,,,,,,,,,,
20,2,20,S,C,,DF,12,45,,,,3,,,,,,,,,,,,
10,1,13.61,S,C,,,,,,,,2,,,,,,,,,,,,
10,16,13.61,S,C,,,10,45,,,,2,,,,,,,,,,,,
10,20,13.61,S,C,,,14,,,,,2,,,,,,,,,,,,
11,8,20,S,C,,WJ,32,30,,,,2,,,,,,,,,,,,
11,11,20,V,C,,S,,,,60,,2,,,,,,,,,,,,
19,1,10,S,C,,,20,24,,,,2,,,,,,,,,,juni snag,,
19,14,10,S,C,,,7,37,,,,2,,,,,,,,,,,,
19,16,10,S,C,,,20,105,,,,2,,,,,,,,,,,,
19,33,10,S,C,,,18,34,,,,2,,,,,,,,,,,,
30,2,20,S,C,,,12,34,,,,2,,,,,,,,,,,,
1,29,20,S,C,,WJ,8,25,,,,2,,,,,,,,,,,,
